rows,symbols,precision,true_events,fake_events,median_future_drop_5m,median_future_drop_15m,median_future_drop_30m,median_adverse_5m,p80_adverse_5m,post_pump_share,downtrend_share,other_share,period,cutoff_sec,quantile,threshold,mode,auc,train_rows,validation_rows,train_pos_rate,validation_pos_rate,features,score_metric
613,140,99.674,611,2,3.233,5.37,7.094,1.005,1.668,59.38,1.958,32.463,validation,30,0.9,0.9973307361356993,preclose_agg,0.8427551738218355,8569,5752,0.5481386392811296,0.5104311543810849,48,9.70139746407357
604,141,99.172,599,5,3.343,5.525,7.218,1.012,1.696,60.43,2.318,30.96,validation,20,0.9,0.9932470854582167,preclose_agg,0.8191513654941788,8569,5752,0.5481386392811296,0.5104311543810849,48,9.680254229015421
633,139,98.42,623,10,3.249,5.406,7.183,0.995,1.692,58.926,2.054,31.28,validation,10,0.9,0.987834829644435,preclose_agg,0.7886747294556602,8569,5752,0.5481386392811296,0.5104311543810849,48,9.644584477218611
1293,160,93.581,1210,83,2.367,4.819,6.592,0.962,1.659,51.431,3.867,30.936,validation,10,0.8,0.8648583756459627,preclose_agg,0.7886747294556602,8569,5752,0.5481386392811296,0.5104311543810849,48,9.643166737530423
2007,180,91.181,1830,177,1.826,4.043,6.369,0.777,1.582,41.754,5.78,29.397,validation,40,0.7,0.6833540232502061,preclose_agg,0.8625034108326108,8569,5752,0.5481386392811296,0.5104311543810849,48,9.631907240405809
435,130,100.0,435,0,3.666,5.706,7.428,0.97,1.655,60.0,2.529,32.874,validation,40,0.93,0.9994475757492242,preclose_agg,0.8625034108326108,8569,5752,0.5481386392811296,0.5104311543810849,48,9.591141121674518
449,133,100.0,449,0,3.446,5.541,7.198,0.975,1.686,60.579,1.336,33.408,validation,50,0.93,0.9996327937312061,preclose_agg,0.8857506541057716,8569,5752,0.5481386392811296,0.5104311543810849,48,9.584663791382184
432,129,100.0,432,0,3.188,5.538,7.404,1.038,1.703,63.426,1.852,29.861,validation,59,0.93,0.999844093863585,preclose_agg,0.9192701882586078,8569,5752,0.5481386392811296,0.5104311543810849,48,9.563688864001245
411,129,99.757,410,1,3.642,5.701,7.533,1.083,1.703,61.314,1.946,31.387,validation,20,0.93,0.9970046721742944,preclose_agg,0.8191513654941788,8569,5752,0.5481386392811296,0.5104311543810849,48,9.543811674674764
390,123,99.744,389,1,3.76,5.828,7.718,1.044,1.715,62.821,1.282,29.231,validation,30,0.93,0.9988669426759083,preclose_agg,0.8427551738218355,8569,5752,0.5481386392811296,0.5104311543810849,48,9.531153779992682
1942,180,89.598,1740,202,1.847,4.069,6.332,0.812,1.619,42.739,6.179,29.3,validation,30,0.7,0.6368759121024168,preclose_agg,0.8427551738218355,8569,5752,0.5481386392811296,0.5104311543810849,48,9.520634224688719
410,128,99.024,406,4,3.547,5.782,7.708,1.152,1.764,62.927,0.976,31.22,validation,10,0.93,0.9958467938498515,preclose_agg,0.7886747294556602,8569,5752,0.5481386392811296,0.5104311543810849,48,9.503456607248117
